,Fiyat,Yaş,Bina Kat,Net Metrekare,Oda Sayısı,Kaçıncı Kat,7_Dubleks,7_Konut,7_Müstakil,7_Villa,11_Doğalgaz Sobalı,11_Kat Kaloriferi,11_Klimalı,11_Kombi Doğalgaz,11_Kombi Fueloil,11_Merkezi,11_Sobalı,11_Yerden Isıtma
674,2100000,13,9,145,4,6,0,1,0,0,0,0,0,1,0,0,0,0
675,495000,18,4,75,3,-1,0,1,0,0,0,0,0,1,0,0,0,0
676,1200000,8,4,90,3,4,1,0,0,0,0,0,0,1,0,0,0,0
677,1450000,1,3,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
678,1020000,1,3,65,3,1,0,1,0,0,0,0,0,1,0,0,0,0
679,1300000,0,6,120,4,1,0,1,0,0,0,0,0,0,0,0,0,1
680,1550000,0,3,155,4,3,1,0,0,0,0,0,0,1,0,0,0,0
681,1250000,4,3,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0
682,1550000,0,6,105,4,4,0,1,0,0,0,0,0,0,0,1,0,0
683,5000000,0,2,210,5,2,1,0,0,0,0,0,0,0,0,0,0,1
684,1250000,4,3,138,4,1,0,1,0,0,0,0,0,1,0,0,0,0
685,620000,25,6,80,3,2,0,1,0,0,1,0,0,0,0,0,0,0
686,1800000,4,3,200,5,2,0,1,0,0,0,0,0,1,0,0,0,0
687,1125000,1,1,75,3,1,0,1,0,0,0,0,0,1,0,0,0,0
688,1400000,4,3,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
689,2850000,13,11,130,4,6,0,1,0,0,0,0,0,0,0,0,0,1
690,1140000,0,5,60,3,2,0,1,0,0,0,0,0,1,0,0,0,0
691,1300000,4,2,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0
692,1100000,18,5,90,3,3,0,1,0,0,0,0,0,1,0,0,0,0
693,1075000,25,6,145,4,3,0,1,0,0,0,0,0,1,0,0,0,0
694,875000,25,6,95,3,2,0,1,0,0,0,0,0,1,0,0,0,0
695,540000,25,2,85,3,2,0,1,0,0,0,0,1,0,0,0,0,0
696,950000,0,5,61,3,5,0,1,0,0,0,0,0,1,0,0,0,0
697,885000,25,4,75,3,2,0,1,0,0,0,0,1,0,0,0,0,0
698,1350000,25,6,100,3,1,0,1,0,0,0,0,0,0,0,0,0,1
699,1580000,2,5,80,3,2,0,1,0,0,0,0,0,1,0,0,0,0
700,2100000,2,5,160,5,5,0,1,0,0,0,0,0,1,0,0,0,0
701,840000,0,7,95,4,3,0,1,0,0,0,0,0,1,0,0,0,0
702,1150000,0,3,55,3,2,0,1,0,0,0,0,0,1,0,0,0,0
703,1540000,8,5,95,3,2,0,1,0,0,0,0,0,1,0,0,0,0
704,1540000,8,5,95,3,2,0,1,0,0,0,0,0,1,0,0,0,0
705,3490000,8,6,190,5,6,0,1,0,0,0,0,0,1,0,0,0,0
706,1025000,0,5,60,3,3,0,1,0,0,0,0,0,0,0,0,0,1
707,2550000,4,5,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
708,975000,8,4,65,3,1,0,1,0,0,0,0,0,1,0,0,0,0
709,1270000,8,4,90,3,4,0,1,0,0,0,0,0,1,0,0,0,0
710,800000,8,4,70,3,1,0,1,0,0,0,0,0,1,0,0,0,0
711,1000000,0,4,50,2,2,0,1,0,0,0,0,0,0,0,0,0,1
712,890000,8,4,60,3,2,0,1,0,0,0,0,0,1,0,0,0,0
713,829000,8,4,60,3,4,0,1,0,0,0,0,0,1,0,0,0,0
714,1250000,1,8,45,3,4,0,1,0,0,0,0,0,0,0,0,0,1
715,4500000,8,4,240,4,3,0,1,0,0,0,0,0,1,0,0,0,0
716,575000,25,5,115,3,1,0,1,0,0,0,0,0,1,0,0,0,0
717,1290000,0,4,120,4,2,0,1,0,0,0,0,0,0,0,0,0,1
718,380000,8,2,75,3,-1,0,1,0,0,0,0,0,1,0,0,0,0
719,2175000,13,4,138,4,2,0,1,0,0,0,0,0,1,0,0,0,0
720,4150000,8,7,135,4,3,0,1,0,0,0,0,0,1,0,0,0,0
721,1185000,3,5,80,3,3,0,1,0,0,0,0,0,1,0,0,0,0
722,2190000,0,8,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
723,980000,25,5,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
724,1670000,8,6,125,4,6,0,1,0,0,0,0,0,1,0,0,0,0
725,980000,0,4,97,3,3,0,1,0,0,0,0,0,1,0,0,0,0
726,950000,0,4,97,3,2,0,1,0,0,0,0,0,1,0,0,0,0
727,1370000,3,5,75,3,1,0,1,0,0,0,0,0,1,0,0,0,0
728,685000,18,5,85,3,1,0,1,0,0,0,0,0,1,0,0,0,0
729,1600000,0,4,150,4,2,0,1,0,0,0,0,0,1,0,0,0,0
730,1600000,0,7,110,4,4,0,1,0,0,0,0,0,0,0,0,0,1
731,790000,8,4,50,2,2,0,1,0,0,0,0,0,1,0,0,0,0
732,730000,8,5,50,2,3,0,1,0,0,0,0,0,1,0,0,0,0
733,700000,8,4,55,2,1,0,1,0,0,0,0,0,1,0,0,0,0
734,950000,1,5,58,2,1,0,1,0,0,0,0,0,1,0,0,0,0
735,1020000,4,5,85,3,3,0,1,0,0,0,0,0,1,0,0,0,0
736,760000,8,5,60,3,2,0,1,0,0,0,0,0,1,0,0,0,0
737,1575000,0,2,145,4,2,0,1,0,0,0,0,0,1,0,0,0,0
738,2150000,8,4,110,4,1,0,1,0,0,0,0,0,1,0,0,0,0
739,1150000,3,3,125,3,2,0,1,0,0,0,0,0,1,0,0,0,0
740,1999000,8,4,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
741,695000,25,3,75,3,3,0,1,0,0,0,0,0,1,0,0,0,0
742,1700000,13,6,120,4,1,0,1,0,0,0,0,0,1,0,0,0,0
743,690000,25,2,100,3,1,0,1,0,0,1,0,0,0,0,0,0,0
744,1750000,18,1,85,3,1,0,1,0,0,0,0,0,0,0,0,1,0
745,950000,25,6,100,3,3,0,1,0,0,0,0,0,1,0,0,0,0
746,2350000,8,3,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0
747,1350000,25,5,135,4,4,0,1,0,0,0,0,0,1,0,0,0,0
748,600000,18,4,100,4,4,0,1,0,0,0,0,0,1,0,0,0,0
749,1950000,18,1,120,3,1,0,1,0,0,0,0,0,0,0,0,1,0
750,2150000,25,6,115,4,3,0,1,0,0,0,0,0,1,0,0,0,0
751,2650000,8,5,135,4,1,0,1,0,0,0,0,0,0,0,0,0,1
752,850000,25,5,80,3,4,0,1,0,0,0,0,0,1,0,0,0,0
753,2599000,8,5,145,4,2,0,1,0,0,0,0,0,1,0,0,0,0
754,1300000,0,4,130,4,2,0,1,0,0,0,0,0,1,0,0,0,0
755,2100000,0,6,148,4,1,0,1,0,0,0,0,0,0,0,0,0,1
756,780000,13,5,135,4,3,0,1,0,0,0,0,0,1,0,0,0,0
757,430000,18,4,110,3,1,0,1,0,0,0,0,0,0,0,0,1,0
758,1600000,8,4,230,6,4,1,0,0,0,0,0,0,1,0,0,0,0
759,1430000,13,5,135,4,5,0,1,0,0,0,0,0,1,0,0,0,0
760,1150000,8,5,60,3,1,0,1,0,0,0,0,0,1,0,0,0,0
761,1300000,1,4,155,4,1,0,1,0,0,0,0,0,0,0,0,0,1
762,1850000,0,5,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
763,1375000,18,5,95,3,3,0,1,0,0,0,0,0,1,0,0,0,0
764,799000,25,5,85,3,5,0,1,0,0,0,0,0,1,0,0,0,0
765,4350000,4,8,155,5,7,0,1,0,0,0,0,0,1,0,0,0,0
766,1425000,2,5,90,3,4,0,1,0,0,0,0,0,1,0,0,0,0
767,2275000,1,6,125,4,2,0,1,0,0,0,0,0,1,0,0,0,0
768,1200000,8,3,115,4,2,0,1,0,0,0,0,0,1,0,0,0,0
769,3560000,2,3,180,5,2,0,1,0,0,0,0,0,1,0,0,0,0
770,1620000,25,4,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
771,910000,8,5,60,3,5,1,0,0,0,0,0,0,1,0,0,0,0
772,1750000,0,3,176,5,3,1,0,0,0,0,0,0,1,0,0,0,0
773,1075000,13,1,95,3,1,0,1,0,0,0,0,0,0,0,0,1,0
774,780000,25,4,120,4,3,0,1,0,0,0,0,0,1,0,0,0,0
775,550000,25,5,120,4,5,0,1,0,0,0,0,0,1,0,0,0,0
776,2100000,3,15,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
777,3750000,25,2,120,3,1,0,1,0,0,0,0,0,1,0,0,0,0
778,1539000,8,5,100,3,3,0,1,0,0,0,0,0,1,0,0,0,0
779,1039000,1,7,50,2,7,0,1,0,0,0,0,0,1,0,0,0,0
780,999000,3,5,70,3,1,0,1,0,0,0,0,0,1,0,0,0,0
781,1600000,8,5,135,4,1,0,1,0,0,0,0,0,1,0,0,0,0
782,3750000,18,3,260,6,1,0,1,0,0,0,0,0,1,0,0,0,0
783,735000,25,5,65,3,5,0,1,0,0,0,0,0,1,0,0,0,0
784,3300000,4,6,110,3,2,0,1,0,0,0,0,0,0,0,0,0,1
785,5500000,8,6,275,6,5,0,1,0,0,0,0,0,0,0,0,0,1
786,2300000,3,2,135,4,2,0,1,0,0,0,0,0,1,0,0,0,0
787,1530000,8,3,125,4,3,0,1,0,0,0,0,0,1,0,0,0,0
788,705000,8,5,40,2,1,0,1,0,0,0,0,0,0,0,1,0,0
789,1900000,0,3,140,4,3,0,1,0,0,0,0,0,0,0,0,0,1
790,1450000,0,3,85,3,1,0,1,0,0,0,0,0,1,0,0,0,0
791,2060000,3,13,110,4,5,0,1,0,0,0,0,0,1,0,0,0,0
792,1850000,2,7,132,4,7,0,1,0,0,0,0,0,1,0,0,0,0
793,2500000,2,5,135,4,3,0,1,0,0,0,0,0,1,0,0,0,0
794,2569000,25,5,160,5,3,0,1,0,0,0,0,0,0,0,1,0,0
795,1050000,25,2,90,3,2,0,1,0,0,0,0,0,1,0,0,0,0
796,1570000,4,3,105,3,-1,0,1,0,0,0,0,0,1,0,0,0,0
797,7250000,18,3,250,8,3,0,0,0,1,0,0,1,0,0,0,0,0
798,1800000,25,5,100,4,3,0,1,0,0,0,0,0,1,0,0,0,0
799,1550000,13,3,135,4,1,0,1,0,0,0,0,0,0,0,0,1,0
800,1280000,4,4,110,3,4,0,1,0,0,0,0,0,1,0,0,0,0
801,1500000,25,5,70,3,5,0,1,0,0,0,0,0,1,0,0,0,0
802,1000000,2,5,45,2,1,0,1,0,0,0,0,0,0,0,0,0,1
803,2750000,0,8,145,4,3,0,1,0,0,0,0,0,1,0,0,0,0
804,170000,25,1,60,3,1,0,0,1,0,0,0,0,0,0,0,1,0
805,999000,0,5,50,2,4,0,1,0,0,0,0,0,0,0,0,0,1
806,999000,0,5,60,3,3,0,1,0,0,0,0,0,0,0,0,0,1
807,2250000,8,3,129,3,1,0,1,0,0,0,0,0,1,0,0,0,0
808,2450000,8,10,135,4,8,0,1,0,0,0,0,0,0,0,1,0,0
809,1110000,13,5,95,3,1,0,1,0,0,0,0,0,1,0,0,0,0
810,2250000,18,4,180,5,2,0,1,0,0,0,0,0,1,0,0,0,0
811,1050000,0,4,135,4,1,0,1,0,0,0,0,0,1,0,0,0,0
812,800000,25,5,100,3,2,0,1,0,0,0,0,0,1,0,0,0,0
813,985000,8,5,65,3,4,0,1,0,0,0,0,0,1,0,0,0,0
814,985000,8,5,60,3,4,0,1,0,0,0,0,0,1,0,0,0,0
815,785000,8,5,38,2,1,0,1,0,0,0,0,0,1,0,0,0,0
816,2200000,4,4,220,8,4,0,1,0,0,0,0,0,1,0,0,0,0
817,1349000,8,3,99,3,2,0,1,0,0,0,0,0,1,0,0,0,0
818,988000,8,3,85,3,2,0,1,0,0,0,0,0,1,0,0,0,0
819,1250000,25,5,99,3,3,0,1,0,0,0,0,0,1,0,0,0,0
820,2700000,13,8,145,4,2,0,1,0,0,0,0,0,1,0,0,0,0
821,770000,8,5,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0
822,1850000,4,7,110,3,7,0,1,0,0,0,0,0,0,0,1,0,0
823,2650000,8,6,180,4,6,0,1,0,0,0,0,0,1,0,0,0,0
824,670000,25,5,75,2,2,0,1,0,0,0,0,0,1,0,0,0,0
825,1800000,4,5,160,5,5,0,1,0,0,0,0,0,1,0,0,0,0
826,2540000,8,4,135,4,4,0,1,0,0,0,0,0,1,0,0,0,0
827,1650000,0,8,120,4,3,0,1,0,0,0,0,0,0,0,0,0,1
828,1250000,0,8,100,3,2,0,1,0,0,0,0,0,0,0,0,0,1
829,1930000,4,5,160,4,5,0,1,0,0,0,0,0,1,0,0,0,0
830,2465000,1,7,190,4,6,0,1,0,0,0,0,0,0,0,0,0,1
831,1960000,3,14,110,4,3,0,1,0,0,0,0,0,1,0,0,0,0
832,3140000,18,3,200,5,1,0,1,0,0,0,0,0,1,0,0,0,0
833,4200000,0,9,168,4,5,0,1,0,0,0,0,0,1,0,0,0,0
834,1690000,8,6,125,4,6,0,1,0,0,0,0,0,0,0,0,0,1
835,1150000,0,2,109,4,1,0,1,0,0,0,0,0,1,0,0,0,0
836,1790000,13,4,103,4,2,0,1,0,0,0,0,0,1,0,0,0,0
837,760000,25,4,70,3,3,0,1,0,0,1,0,0,0,0,0,0,0
838,1475000,0,4,120,4,1,0,1,0,0,0,0,0,0,0,0,0,1
839,1200000,1,3,130,3,3,0,1,0,0,0,0,0,1,0,0,0,0
840,660000,25,5,125,4,2,0,1,0,0,0,0,0,1,0,0,0,0
841,2800000,8,5,145,5,2,0,1,0,0,0,0,0,1,0,0,0,0
842,950000,2,4,60,2,1,0,1,0,0,0,0,0,1,0,0,0,0
843,2150000,0,5,140,4,3,0,1,0,0,0,0,0,1,0,0,0,0
844,2500000,4,2,140,5,2,1,0,0,0,0,0,0,1,0,0,0,0
845,930000,0,4,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
846,1775000,4,13,98,3,4,0,1,0,0,0,0,0,1,0,0,0,0
847,1465000,0,5,82,3,1,0,1,0,0,0,0,0,1,0,0,0,0
848,2490000,25,4,100,3,3,0,1,0,0,0,0,1,0,0,0,0,0
849,1400000,25,3,150,5,3,0,0,0,1,0,0,0,0,0,0,0,0
850,2710000,0,3,177,5,2,0,1,0,0,0,0,0,0,0,0,0,1
851,8200000,13,4,280,6,1,0,1,0,0,0,0,0,1,0,0,0,0
852,3500000,8,6,240,6,6,0,1,0,0,0,0,0,1,0,0,0,0
853,1229000,4,5,75,3,3,0,1,0,0,0,0,0,1,0,0,0,0
854,755000,8,3,50,2,1,0,1,0,0,0,0,0,1,0,0,0,0
855,1750000,0,5,85,3,3,0,1,0,0,0,0,0,1,0,0,0,0
856,1500000,0,5,85,3,2,0,1,0,0,0,0,0,1,0,0,0,0
857,1200000,0,5,65,3,2,0,1,0,0,0,0,0,0,0,0,0,1
858,1450000,13,5,155,4,3,0,1,0,0,0,0,0,1,0,0,0,0
859,1320000,25,3,150,5,3,0,1,0,0,0,0,0,1,0,0,0,0
860,5600000,8,6,187,5,1,0,1,0,0,0,0,0,1,0,0,0,0
861,1800000,8,4,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
862,9500000,13,3,250,6,1,0,1,0,0,0,1,0,0,0,0,0,0
863,1695000,25,9,105,4,2,0,1,0,0,0,0,0,0,0,1,0,0
864,6150000,0,3,180,5,2,0,1,0,0,0,0,0,1,0,0,0,0
865,1550000,8,4,152,5,3,0,1,0,0,0,0,0,1,0,0,0,0
866,1480000,13,11,120,4,3,0,1,0,0,0,0,0,0,0,1,0,0
867,9100000,0,6,201,5,2,0,1,0,0,0,0,0,0,0,0,0,1
868,1050000,13,11,80,3,8,0,1,0,0,0,0,0,1,0,0,0,0
869,2585000,8,6,130,4,1,0,1,0,0,0,0,0,0,0,1,0,0
870,2650000,0,5,152,4,2,0,1,0,0,0,0,0,0,0,0,0,1
871,8750000,25,4,460,7,1,0,1,0,0,0,0,0,0,0,0,0,1
872,1465000,8,6,65,2,2,0,1,0,0,0,0,0,1,0,0,0,0
873,2250000,18,4,229,7,3,0,1,0,0,0,0,0,1,0,0,0,0
874,2950000,2,8,120,4,6,0,1,0,0,0,0,0,1,0,0,0,0
875,1890000,8,6,125,4,1,0,1,0,0,0,0,0,1,0,0,0,0
876,2425000,8,8,122,4,5,0,1,0,0,0,0,0,1,0,0,0,0
877,700000,18,4,100,3,3,0,1,0,0,0,0,0,1,0,0,0,0
878,1635000,25,9,120,4,1,0,1,0,0,0,0,0,1,0,0,0,0
879,2155000,8,5,128,4,3,0,1,0,0,0,0,0,1,0,0,0,0
880,1150000,8,5,89,4,2,0,1,0,0,0,0,0,1,0,0,0,0
881,2195000,1,4,122,4,4,0,1,0,0,0,0,0,1,0,0,0,0
882,1425000,0,6,126,4,1,0,1,0,0,0,0,0,1,0,0,0,0
883,1220000,0,3,65,3,2,0,1,0,0,0,0,0,0,0,0,0,1
884,4250000,25,7,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
885,1350000,0,4,104,4,3,0,1,0,0,0,0,0,0,0,0,0,1
886,2650000,13,8,145,4,4,0,1,0,0,0,0,0,1,0,0,0,0
887,3000000,8,2,180,5,2,0,1,0,0,0,0,0,0,0,0,0,1
888,1700000,0,11,60,2,7,0,1,0,0,0,0,0,1,0,0,0,0
889,1850000,3,5,145,4,2,0,1,0,0,0,0,0,0,0,0,0,1
890,1675000,25,2,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0
891,1190000,13,5,105,3,2,0,1,0,0,0,0,0,1,0,0,0,0
892,1250000,8,5,145,4,1,0,1,0,0,0,0,0,1,0,0,0,0
893,1095000,0,3,80,3,1,0,1,0,0,0,0,0,1,0,0,0,0
894,1200000,0,2,115,3,2,0,1,0,0,0,0,0,1,0,0,0,0
895,4250000,1,7,260,7,7,0,1,0,0,0,0,0,0,0,0,0,1
896,2295000,8,7,130,4,6,0,1,0,0,0,0,0,1,0,0,0,0
897,1175000,8,3,120,4,3,0,1,0,0,0,0,0,1,0,0,0,0
898,1350000,0,3,120,4,2,0,1,0,0,0,0,0,0,0,1,0,0
899,790000,13,5,90,3,2,0,1,0,0,1,0,0,0,0,0,0,0
900,1800000,25,2,85,5,1,0,1,0,0,0,0,0,1,0,0,0,0
901,3150000,4,4,200,5,3,0,1,0,0,0,0,0,1,0,0,0,0
902,2250000,18,5,135,4,5,0,1,0,0,0,0,0,1,0,0,0,0
903,1275000,4,3,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0
904,490000,18,5,90,3,3,0,1,0,0,0,0,0,0,0,1,0,0
905,900000,18,4,95,3,3,0,1,0,0,0,0,0,1,0,0,0,0
906,1800000,8,7,135,4,3,0,1,0,0,0,0,0,1,0,0,0,0
907,2100000,18,5,140,4,2,0,1,0,0,0,0,0,1,0,0,0,0
908,2975000,0,6,157,5,6,0,1,0,0,0,0,0,1,0,0,0,0
909,1300000,8,4,90,3,1,0,1,0,0,0,0,0,1,0,0,0,0
910,1550000,18,5,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
911,2150000,0,5,140,4,5,0,1,0,0,0,0,0,0,0,0,0,1
912,1200000,0,3,88,3,2,0,1,0,0,0,0,0,1,0,0,0,0
913,1100000,0,3,60,3,1,0,1,0,0,0,0,0,1,0,0,0,0
914,2200000,13,3,155,5,3,0,1,0,0,0,0,0,1,0,0,0,0
915,1600000,0,3,190,5,3,0,1,0,0,0,0,0,1,0,0,0,0
916,1175000,4,3,90,3,3,0,1,0,0,0,0,0,1,0,0,0,0
917,1050000,8,4,65,3,-1,0,1,0,0,0,0,0,1,0,0,0,0
918,1250000,8,4,100,4,4,0,1,0,0,0,0,0,1,0,0,0,0
919,2000000,8,3,210,6,3,0,1,0,0,0,0,0,1,0,0,0,0
920,2550000,3,5,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
921,1650000,1,3,220,6,3,0,1,0,0,0,0,0,1,0,0,0,0
922,785000,25,6,100,3,5,0,1,0,0,0,0,0,1,0,0,0,0
923,3500000,8,5,165,4,4,0,1,0,0,0,0,0,1,0,0,0,0
924,2500000,8,5,105,3,1,0,1,0,0,0,0,0,1,0,0,0,0
925,4000000,0,8,300,5,8,0,1,0,0,0,0,0,0,0,0,0,1
926,2500000,13,5,220,5,5,1,0,0,0,0,0,0,1,0,0,0,0
927,1360000,0,3,85,3,3,0,1,0,0,0,0,0,1,0,0,0,0
928,659000,25,4,100,4,3,0,1,0,0,0,0,0,1,0,0,0,0
929,2360000,8,5,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
930,1300000,25,5,130,4,4,0,1,0,0,0,0,0,1,0,0,0,0
931,1760000,8,5,88,3,1,0,1,0,0,0,0,0,1,0,0,0,0
932,1990000,13,4,155,4,3,0,1,0,0,0,0,0,1,0,0,0,0
933,935000,0,4,140,4,2,0,1,0,0,0,0,0,1,0,0,0,0
934,1350000,25,2,521,6,1,0,1,0,0,0,0,0,0,0,0,1,0
935,1100000,4,4,128,4,4,1,0,0,0,0,0,0,1,0,0,0,0
936,1200000,0,4,70,3,1,0,1,0,0,0,0,0,1,0,0,0,0
937,1200000,8,2,70,3,2,0,1,0,0,0,0,0,1,0,0,0,0
938,4600000,13,2,302,7,1,0,1,0,0,0,1,0,0,0,0,0,0
939,4750000,18,3,300,8,1,0,1,0,0,0,1,0,0,0,0,0,0
940,7850000,8,2,235,6,2,0,1,0,0,0,0,0,1,0,0,0,0
941,5750000,8,3,263,7,1,0,1,0,0,0,0,0,0,0,0,0,1
942,1550000,4,4,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
943,1575000,25,4,100,4,4,0,1,0,0,0,0,0,1,0,0,0,0
944,5600000,25,2,240,6,1,0,1,0,0,0,0,0,1,0,0,0,0
945,4710000,0,15,104,4,15,0,1,0,0,0,0,0,0,0,0,0,1
946,1850000,4,4,100,3,2,0,1,0,0,0,0,0,1,0,0,0,0
947,2890000,3,10,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
948,2150000,8,15,90,3,7,0,1,0,0,0,0,0,0,0,0,0,1
949,4000000,0,16,132,4,3,0,1,0,0,0,0,0,0,0,0,0,1
950,1650000,4,4,125,4,3,0,1,0,0,0,0,0,1,0,0,0,0
951,2450000,0,5,130,4,4,0,1,0,0,0,0,0,0,0,0,0,1
952,4150000,8,3,240,7,1,0,1,0,0,0,0,0,1,0,0,0,0
953,3090000,0,5,166,5,5,0,1,0,0,0,0,0,1,0,0,0,0
954,1799000,8,3,125,4,1,0,1,0,0,0,0,0,1,0,0,0,0
955,6950000,4,10,250,5,10,0,1,0,0,0,0,0,0,0,0,0,1
956,2975000,13,9,135,4,2,0,1,0,0,0,0,0,1,0,0,0,0
957,3400000,8,5,260,6,5,0,1,0,0,0,0,0,1,0,0,0,0
958,1325000,1,5,49,3,5,0,1,0,0,0,0,0,1,0,0,0,0
959,4150000,4,1,80,1,1,0,1,0,0,0,0,0,0,0,0,1,0
960,3000000,4,7,250,7,7,0,1,0,0,0,0,0,1,0,0,0,0
961,2900000,13,2,200,6,1,0,1,0,0,0,0,0,1,0,0,0,0
962,4950000,13,5,150,4,4,0,1,0,0,0,0,0,1,0,0,0,0
963,3175000,3,8,161,4,8,0,1,0,0,0,0,0,0,0,0,0,1
964,3000000,18,4,249,7,4,0,0,0,1,0,0,0,1,0,0,0,0
965,1450000,0,5,110,4,3,0,1,0,0,0,0,0,1,0,0,0,0
966,1605000,8,5,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
967,1590000,8,6,125,4,6,1,0,0,0,0,0,0,1,0,0,0,0
968,1825000,0,3,202,5,3,0,1,0,0,0,0,0,1,0,0,0,0
969,9200000,0,5,201,5,4,0,1,0,0,0,0,0,0,0,0,0,1
970,2680000,0,4,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
971,5999999,25,3,280,6,3,0,0,0,1,0,0,0,1,0,0,0,0
972,880000,13,4,75,3,4,0,1,0,0,0,0,0,0,0,1,0,0
973,2300000,8,5,180,5,1,0,1,0,0,0,0,0,1,0,0,0,0
974,2890000,3,8,250,5,8,1,0,0,0,0,0,0,1,0,0,0,0
975,1670000,2,4,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
976,1400000,25,5,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
977,360000,25,4,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
978,1200000,13,6,95,3,1,0,1,0,0,0,0,0,1,0,0,0,0
979,1885000,8,21,205,5,11,0,1,0,0,0,0,0,1,0,0,0,0
980,4500000,25,5,180,4,1,0,1,0,0,0,0,0,1,0,0,0,0
981,899000,8,4,60,3,4,0,1,0,0,0,0,0,1,0,0,0,0
982,1800000,3,7,108,4,1,0,1,0,0,0,0,0,1,0,0,0,0
983,1750000,25,3,110,4,1,0,1,0,0,0,0,1,0,0,0,0,0
984,1590000,2,3,130,4,2,0,1,0,0,0,0,0,1,0,0,0,0
985,3500000,8,4,240,6,4,0,1,0,0,0,0,0,1,0,0,0,0
986,3590000,2,9,166,5,1,0,1,0,0,0,0,0,0,0,1,0,0
987,1850000,13,4,138,4,4,0,1,0,0,0,0,0,0,0,1,0,0
988,2250000,8,3,250,6,3,0,1,0,0,0,0,0,1,0,0,0,0
989,5750000,13,3,280,5,1,0,1,0,0,0,0,0,0,0,0,0,1
990,4750000,0,3,310,8,1,0,1,0,0,0,0,1,0,0,0,0,0
991,1885000,13,5,148,4,5,0,1,0,0,0,0,0,1,0,0,0,0
992,4050000,8,5,205,5,5,0,1,0,0,0,0,0,1,0,0,0,0
993,4600000,4,5,260,6,5,0,1,0,0,0,0,0,1,0,0,0,0
994,1300000,1,5,75,3,3,0,1,0,0,0,0,0,1,0,0,0,0
995,2500000,4,4,150,4,1,0,1,0,0,0,0,0,1,0,0,0,0
996,8320000,13,14,200,5,12,0,1,0,0,0,0,0,1,0,0,0,0
997,4125000,8,4,190,4,4,0,1,0,0,0,0,0,1,0,0,0,0
998,1650000,0,6,127,4,1,0,1,0,0,0,0,0,0,0,0,0,1
999,3350000,8,3,197,4,3,0,1,0,0,0,0,0,1,0,0,0,0
1000,1702000,8,5,240,5,5,0,1,0,0,0,0,0,1,0,0,0,0
1001,1720000,0,3,145,4,3,0,1,0,0,0,0,0,0,0,0,0,1
1002,1990000,4,4,110,4,2,0,1,0,0,0,0,0,1,0,0,0,0
1003,3000000,18,4,249,7,4,0,0,0,1,0,0,0,1,0,0,0,0
1004,1450000,0,5,110,4,3,0,1,0,0,0,0,0,1,0,0,0,0
1005,1605000,8,5,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
1006,1590000,8,6,125,4,6,1,0,0,0,0,0,0,1,0,0,0,0
1007,1825000,0,3,202,5,3,0,1,0,0,0,0,0,1,0,0,0,0
1008,9200000,0,5,201,5,4,0,1,0,0,0,0,0,0,0,0,0,1
1009,2680000,0,4,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
1010,5999999,25,3,280,6,3,0,0,0,1,0,0,0,1,0,0,0,0
1011,880000,13,4,75,3,4,0,1,0,0,0,0,0,0,0,1,0,0
1012,2300000,8,5,180,5,1,0,1,0,0,0,0,0,1,0,0,0,0
1013,2890000,3,8,250,5,8,1,0,0,0,0,0,0,1,0,0,0,0
1014,1670000,2,4,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
1015,1400000,25,5,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
1016,360000,25,4,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
1017,1200000,13,6,95,3,1,0,1,0,0,0,0,0,1,0,0,0,0
1018,1885000,8,21,205,5,11,0,1,0,0,0,0,0,1,0,0,0,0
1019,4500000,25,5,180,4,1,0,1,0,0,0,0,0,1,0,0,0,0
